2026-03-14 18:23:30  INFO  === Security Monitor Started ===
2026-03-14 18:23:30  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-15 01:44:02  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:06  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:06  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:06  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:06  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:09  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:09  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:09  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:12  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:12  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:12  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:12  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:16  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:16  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:16  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:16  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:19  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:19  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:19  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:19  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:23  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:23  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:23  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:23  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:26  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:26  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:26  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:26  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:29  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:29  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:29  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:29  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:33  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:33  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:33  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:33  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:36  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:36  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:36  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:36  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:39  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:39  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:39  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:39  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:43  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:43  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:43  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:43  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:46  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:46  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:46  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:46  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:50  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:50  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:50  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:50  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:53  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:53  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:53  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:53  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:56  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:56  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:56  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:44:56  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:00  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:00  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:00  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:00  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:03  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:03  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:03  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:03  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:07  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:07  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:07  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:07  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:10  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:10  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:10  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:10  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:13  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:13  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:13  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:13  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:17  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:17  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:17  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:20  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:20  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:20  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:20  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:24  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:24  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:24  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:24  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:27  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:27  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:27  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:27  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:30  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:30  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:30  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:30  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:34  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:34  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:34  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:37  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:37  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:38  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:41  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:41  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:41  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:41  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:44  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:44  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:44  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:44  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:48  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:48  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:48  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:48  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:51  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:51  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:51  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:51  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:55  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:55  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:55  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:55  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:58  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:58  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:58  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:45:58  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:01  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:01  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:01  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:01  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:05  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:05  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:05  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:05  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:08  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:08  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:08  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:08  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:12  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:12  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:12  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:12  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:15  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:15  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:15  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:15  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:19  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:19  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:19  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:19  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:22  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:22  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:22  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:22  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:26  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:26  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:26  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:26  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:30  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:30  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:30  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:30  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:33  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:33  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:33  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:33  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:37  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:37  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:37  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:37  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:40  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:40  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:40  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:40  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:44  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:44  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:44  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:44  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:47  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:47  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:47  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:47  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:51  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:51  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:51  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:51  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:55  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:55  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:55  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:55  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:58  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:58  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:58  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:46:58  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:02  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:02  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:02  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:02  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:05  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:05  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:05  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:09  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:09  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:09  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:09  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:12  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:12  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:12  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:12  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:16  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:16  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:16  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:16  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:19  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:19  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:19  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:19  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:23  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:23  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:23  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:23  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:26  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:26  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:26  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:26  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:29  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:29  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:29  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:29  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:33  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:33  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:33  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:33  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:36  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:36  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:36  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:36  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:40  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:40  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:40  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:40  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:43  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:43  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:43  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:43  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:47  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:47  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:47  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:47  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:50  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:50  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:50  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:50  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:54  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:54  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:54  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:54  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:57  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:57  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:57  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:47:57  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:00  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:00  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:00  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:00  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:04  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:04  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:04  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:04  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:07  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:07  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:07  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:07  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:10  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:10  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:10  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:10  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:14  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:14  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:14  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:14  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:17  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:17  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:17  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:17  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:21  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:21  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:21  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:24  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:24  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:24  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:24  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:27  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:27  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:27  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:27  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:31  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:31  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:31  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:31  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:34  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:34  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:34  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:34  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:37  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:38  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:38  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:41  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:41  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:41  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:41  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:44  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:44  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:44  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:44  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:48  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:48  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:48  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:48  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:51  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 01:48:51  INFO  [DEBUG] PowerShell output: '1633713'
